order_id,product_ids
100,"[403, 365, 191]"
101,"[191, 957, 957, 1073]"
103,"[365, 403, 1004]"
104,"[403, 957, 365]"
105,"[403, 365, 365]"
106,[191]
107,"[627, 565, 502, 403, 957]"
110,"[1073, 278, 365, 502, 365]"
111,[1014]
112,"[365, 642, 1004, 365, 1014]"
113,"[957, 627, 1014, 1014]"
114,[365]
115,"[957, 957]"
116,"[135, 403, 957, 191, 1014]"
117,"[135, 1014, 1004, 365]"
118,"[403, 403, 502]"
119,"[403, 821, 1014]"
120,"[191, 365, 1004, 502]"
121,"[957, 957, 365, 502]"
122,"[191, 627, 957, 1004, 1014]"
123,"[403, 502, 627]"
124,[1004]
127,"[403, 502, 1004]"
129,[1014]
130,"[365, 502, 1073, 1014]"
131,"[957, 1004, 93]"
132,"[278, 365, 502, 1014]"
133,"[502, 365, 365]"
134,[365]
135,"[365, 502, 627]"
136,[957]
137,"[365, 365]"
139,"[804, 502, 1004]"
140,"[1004, 957, 502, 627, 1073]"
141,"[502, 564, 1014]"
142,[403]
143,"[1004, 957, 191, 365]"
145,"[917, 403, 1014]"
146,"[403, 957, 1014, 502]"
147,"[403, 191]"
148,"[403, 502, 502]"
149,"[365, 1014]"
150,[403]
151,"[403, 502, 835]"
152,"[792, 191, 627, 917, 1073]"
154,"[403, 957, 365, 1014]"
155,[365]
156,[1014]
157,[191]
158,[1004]
159,"[797, 403, 191, 365, 1014]"
160,[191]
161,"[1073, 502, 1004, 502]"
162,"[403, 957, 957, 957]"
163,"[365, 775]"
164,"[191, 365, 365, 365, 403]"
165,"[403, 276, 191, 365, 191]"
166,"[1073, 1073, 365, 627]"
167,"[1004, 365, 1073, 1073]"
168,"[957, 191]"
170,"[191, 365, 403, 365, 1014]"
171,"[627, 1004, 191, 365]"
172,"[191, 365, 365, 1073, 1073]"
173,[235]
174,"[1073, 365, 957, 804]"
175,"[957, 627]"
177,"[191, 1004, 191, 1014]"
178,"[1004, 1014]"
179,[365]
180,"[403, 1004, 191, 1073, 1014]"
181,"[627, 957, 502, 905]"
182,[1004]
184,"[134, 191, 502, 627, 1014]"
185,"[365, 771, 1014]"
186,"[957, 1004]"
188,"[502, 1073, 1004, 1004, 1014]"
189,"[403, 191, 365]"
190,"[627, 957, 1004]"
191,[627]
192,"[821, 957, 1004, 1004]"
193,"[1073, 1004, 502, 191]"
194,"[403, 1004, 627, 1014]"
195,"[1073, 1014, 835]"
196,[365]
197,"[502, 403]"
198,[191]
200,"[1014, 403, 403, 191, 502]"
201,"[1014, 1014]"
202,"[135, 403]"
204,"[365, 365, 627]"
205,"[365, 1004]"
206,"[1073, 403, 1004]"
207,"[135, 191, 627, 191, 502]"
208,[403]
209,"[365, 957, 1004, 172, 365]"
211,"[191, 172, 822]"
212,[627]
213,"[957, 502, 365]"
214,"[1014, 191, 627, 627]"
215,[1073]
216,"[627, 778, 957, 957]"
219,"[502, 1014]"
220,"[502, 828, 1004, 1004]"
221,"[403, 403, 1004, 502, 627]"
222,"[365, 191]"
223,"[191, 365, 627, 365, 1073]"
224,[627]
225,"[403, 1073, 1073]"
226,"[403, 1004, 502, 365]"
227,"[828, 191]"
228,"[1014, 1004, 365, 977, 627]"
229,"[502, 502, 564, 1014]"
230,[502]
231,"[403, 957, 627, 1014]"
232,"[835, 365, 1073]"
234,"[775, 627]"
235,[1004]
236,"[1004, 365, 627]"
237,"[1073, 403, 502, 365, 365]"
238,"[403, 823, 365, 365]"
239,"[957, 957, 627, 1014]"
240,"[1073, 1014, 365, 502]"
241,"[627, 1004, 957]"
242,"[1073, 502, 627]"
243,"[775, 1004, 1004, 957, 1014]"
244,"[1014, 1014, 403, 1004]"
245,[1004]
246,"[403, 403, 818, 1004, 957]"
247,"[1004, 957, 502, 1014]"
248,"[191, 1014]"
249,"[1004, 502, 502, 1073]"
250,"[365, 365]"
251,[403]
252,"[1073, 403, 502, 365]"
253,"[191, 502, 957, 191]"
254,"[365, 502, 502]"
255,"[1014, 1014, 403, 191]"
256,"[365, 365, 957, 627, 1014]"
257,"[191, 502, 627]"
259,"[502, 365, 365]"
260,"[191, 502]"
262,"[134, 403, 191, 1014]"
263,[502]
264,"[1004, 365, 1073]"
265,"[403, 502, 502, 502, 771]"
266,[1073]
267,[191]
268,"[365, 365]"
269,[502]
271,"[502, 191, 191, 365, 1014]"
272,[818]
273,"[1073, 403, 957]"
274,"[191, 365, 957]"
275,"[1004, 172, 365, 365]"
277,"[403, 627]"
278,"[797, 502, 365, 627]"
279,[191]
280,[403]
281,"[957, 191, 365, 1014]"
282,[365]
283,"[627, 1073, 1014, 1014]"
284,"[1004, 1004, 191, 1014, 1014]"
285,"[1073, 403]"
286,"[1073, 403, 365]"
287,"[403, 365, 1004, 957, 627]"
288,[191]
289,"[1073, 1073, 403, 191, 191]"
290,"[917, 627]"
292,"[1004, 957, 1073, 1073, 1014]"
293,"[403, 403, 627]"
294,"[792, 957, 1014]"
295,[627]
296,"[1014, 116]"
297,"[134, 365, 1073, 1014]"
299,[627]
300,"[116, 957, 1073]"
301,"[627, 1004]"
302,"[1014, 403, 957]"
303,"[502, 1073]"
304,"[1004, 365, 365, 1073]"
305,[116]
306,"[191, 403]"
307,"[403, 365, 906, 191, 502]"
308,"[365, 365]"
311,"[1004, 818, 365, 282, 1014]"
312,"[957, 897]"
313,"[1014, 627]"
314,"[957, 365, 567, 1073]"
315,"[1073, 1014, 365, 191]"
316,[403]
318,[403]
319,"[627, 627]"
320,"[1073, 403]"
321,[365]
323,"[403, 1004, 365, 1014]"
324,"[502, 1004, 1014]"
325,"[1014, 835]"
326,"[627, 365]"
327,"[1073, 403, 365, 502, 365]"
328,"[365, 278, 1073]"
330,"[403, 957, 365, 1014, 1014]"
332,"[502, 365, 1073]"
333,"[365, 403, 957, 191]"
334,"[502, 191]"
335,"[191, 365, 365, 1004, 1014]"
336,[957]
337,"[1014, 502]"
338,"[957, 191, 365, 627]"
339,"[924, 977, 1004, 365]"
342,[365]
343,"[403, 502, 502]"
345,"[1004, 1004, 957]"
347,[502]
348,[1073]
349,"[403, 502, 191, 1073]"
350,"[365, 1073, 1014, 1014, 365]"
351,"[403, 1004, 191, 924, 1014]"
352,"[365, 627, 1004, 1004, 821]"
353,"[1014, 1014, 403, 365]"
354,[957]
355,"[1014, 957]"
356,"[1014, 502, 191, 565]"
357,"[273, 1073]"
358,"[1014, 502, 365, 365]"
359,"[403, 365, 502, 191, 924]"
360,"[365, 1073, 1073, 1014, 1014]"
362,"[1073, 403, 1004, 502]"
363,"[1004, 191, 191, 1073]"
364,"[502, 1004]"
365,[403]
366,"[1073, 403, 365]"
367,"[627, 627, 572, 1004, 191]"
368,"[828, 403, 957, 365]"
370,"[365, 365]"
372,"[403, 957]"
373,"[502, 502, 1004, 365]"
375,"[93, 565]"
376,"[1014, 1004, 502, 365]"
377,[1073]
378,"[835, 627, 1073, 1014]"
381,[810]
382,"[1004, 191]"
383,"[403, 627, 1073]"
384,"[957, 191, 365, 1073]"
385,"[191, 627, 957, 365, 627]"
386,"[1004, 1014]"
387,[1014]
388,[627]
389,"[191, 1014, 1014]"
390,"[403, 1004, 642, 1014]"
391,[403]
392,"[403, 1004, 365, 365, 627]"
393,[957]
394,[502]
395,[172]
396,"[135, 728]"
397,"[828, 1073]"
398,"[502, 957, 957, 1004]"
399,"[365, 703, 1073, 957, 1004]"
401,[403]
402,"[1004, 1014, 1014]"
403,"[365, 502, 957, 1073, 1014]"
404,"[365, 502, 191, 1073, 1014]"
405,"[403, 191, 1014, 627]"
407,"[1014, 1014, 403]"
408,[365]
409,"[191, 403]"
410,[191]
411,"[957, 502, 627]"
413,"[502, 703, 1073, 1014, 1014]"
414,"[403, 403, 502, 502, 191]"
415,"[365, 797, 1073]"
416,[1073]
417,"[1014, 403, 1004, 957, 191]"
418,"[403, 502, 1004]"
419,"[957, 191, 1073, 1073]"
421,[1004]
422,"[1004, 1014]"
423,"[1014, 957]"
424,[365]
425,[778]
427,"[627, 365, 627, 627, 1073]"
428,"[365, 502, 403, 403]"
429,"[365, 567, 627]"
430,"[403, 957, 957, 365, 1014]"
431,"[1004, 365]"
432,"[797, 1073]"
433,[502]
436,"[1014, 1004, 627]"
437,"[957, 365, 365, 502]"
438,[365]
441,"[403, 957, 191, 365]"
442,"[957, 627, 191, 502, 1073]"
443,"[1004, 957, 191]"
444,[1004]
446,[1004]
447,[957]
449,"[365, 502, 957, 502]"
450,[502]
451,"[1073, 1073, 1014, 365, 365]"
453,[1004]
454,[1073]
455,"[1073, 1014, 1004, 627]"
456,"[403, 365, 365, 1014]"
458,"[172, 365, 957, 1014]"
459,"[564, 365]"
461,[1004]
462,"[1073, 1004]"
463,"[627, 191, 365, 502]"
465,"[403, 403, 1014]"
466,"[403, 403, 627, 1004, 1073]"
467,"[403, 403, 403, 627, 1014]"
468,"[1004, 886, 502]"
470,"[1014, 1014, 1014, 502]"
471,"[403, 627]"
472,"[627, 957, 502]"
473,"[191, 365, 1014]"
474,"[905, 502, 1073, 1014, 1014]"
475,"[1014, 191]"
476,[1073]
477,"[1073, 1073, 1004, 502, 365]"
478,[1073]
479,"[1073, 191, 502, 1004]"
480,"[502, 957, 627, 365]"
481,[502]
482,[564]
483,"[821, 191, 957]"
484,"[957, 957]"
485,"[403, 403, 1004, 1004, 502]"
486,"[957, 1004, 365, 365, 977]"
487,"[403, 403, 957, 1073]"
488,[957]
489,[957]
490,"[365, 1004]"
491,"[1073, 502]"
492,"[403, 1004, 957, 191]"
493,"[403, 1004, 1004, 1073]"
494,"[403, 1014]"
495,"[728, 191, 191]"
496,"[403, 365, 821, 1014, 502]"
497,[792]
498,"[403, 957]"
499,"[1073, 906, 502, 502]"
500,"[365, 502, 365, 1073, 1014]"
501,[771]
502,[924]
503,"[1073, 1073]"
504,"[728, 403, 1014, 502]"
505,[1014]
506,"[191, 403, 365, 1004, 502]"
508,"[135, 93, 1004, 957]"
509,"[502, 1004, 1014, 893]"
510,"[1004, 502, 886, 365]"
511,"[403, 365, 276]"
512,"[365, 1004]"
513,"[403, 403, 191, 365]"
515,[1004]
516,"[403, 1004, 502]"
517,"[172, 957, 957, 1004, 365]"
518,[957]
519,"[1073, 1014]"
520,"[957, 502]"
521,"[1014, 957, 957, 627]"
522,"[365, 502]"
524,"[1014, 1014, 365, 403]"
525,"[1014, 365, 906, 1004]"
526,[403]
527,"[1073, 1014, 1014, 403]"
528,"[403, 1004]"
529,"[502, 627, 365, 403, 1004]"
530,"[1004, 502, 771, 1073]"
531,"[1014, 502]"
532,"[627, 365, 365]"
534,[502]
535,"[502, 1004, 365]"
536,"[191, 365, 403, 627]"
537,"[191, 502, 564, 1004]"
538,"[1014, 403, 1004, 365, 365]"
539,"[1073, 365, 365]"
540,"[44, 403, 957, 627]"
541,[957]
542,"[403, 403, 403, 365]"
543,"[403, 365]"
544,"[403, 1004]"
545,"[502, 502, 365]"
546,"[93, 403, 365, 1073, 1073]"
547,"[249, 627, 365, 1073]"
548,"[403, 403, 502]"
549,"[502, 977, 1004, 627, 502]"
550,"[957, 365]"
551,"[273, 403, 502]"
552,[1014]
554,[502]
555,"[1004, 191, 365]"
556,"[957, 627, 502, 564]"
557,"[365, 502, 365, 728]"
558,[1004]
560,"[403, 825, 502]"
561,[502]
562,"[502, 403, 1004]"
563,"[403, 1073]"
565,"[793, 365]"
567,"[403, 235]"
568,"[1073, 1014, 191, 365]"
571,"[1014, 957, 172]"
572,"[403, 1004]"
575,"[1014, 365]"
577,"[191, 365]"
579,"[1004, 282]"
580,"[365, 1004, 1004, 502]"
581,"[1073, 1004]"
582,"[957, 191]"
583,"[365, 502, 249]"
584,[1073]
585,"[365, 403]"
586,"[403, 627]"
587,"[1014, 191, 502, 502]"
589,"[403, 957, 191, 502]"
591,[823]
592,"[403, 365, 502, 365]"
593,"[403, 957, 365]"
594,"[1004, 502]"
595,"[403, 403, 1004, 627]"
596,"[1073, 403, 1004]"
599,"[191, 567, 1073, 1073]"
600,"[191, 917, 365, 1014]"
601,"[502, 642]"
602,"[365, 365, 1014]"
603,[403]
604,"[1014, 365]"
605,[1004]
607,"[365, 365, 403, 1014]"
608,[1073]
609,"[1073, 403, 957]"
611,"[403, 810, 1014, 1014]"
613,"[403, 835, 627]"
614,"[1004, 957, 957, 191, 365]"
615,"[797, 502]"
616,"[627, 365]"
618,"[365, 403, 365, 1073, 1014]"
619,"[1014, 403, 403, 835]"
620,[1014]
621,"[365, 1004, 1014, 365]"
622,"[365, 1004, 957]"
623,[365]
624,"[403, 957]"
625,"[403, 1004, 365]"
626,"[365, 627]"
627,"[1073, 1004, 365, 365, 365]"
628,"[1014, 365, 828, 957, 893]"
629,"[728, 502]"
630,"[403, 403, 502]"
631,"[1004, 957, 191, 191]"
632,[1073]
633,"[1004, 502]"
634,[1073]
636,"[1073, 1073, 957, 627, 365]"
637,"[365, 1004]"
638,"[191, 403]"
639,"[403, 403, 191]"
640,[191]
641,[957]
643,"[1004, 1073]"
644,"[1014, 957, 957]"
645,"[365, 365, 1073]"
646,"[403, 403, 191, 502, 1073]"
647,"[1004, 627, 502, 926, 1073]"
648,"[957, 365, 365, 1014]"
649,"[1073, 1014]"
650,"[1004, 1073]"
651,"[1073, 191, 191, 502]"
652,[365]
653,[1014]
654,"[403, 403, 191]"
655,"[403, 502, 502, 1073]"
656,"[365, 1014, 403]"
657,"[957, 365, 502, 1014]"
659,"[191, 1073, 502, 957]"
660,"[403, 1004, 957, 1014]"
661,"[365, 191, 365, 502]"
662,"[1014, 1014, 403]"
663,"[1073, 1004]"
664,"[1004, 502]"
665,"[627, 403]"
666,"[1014, 403, 403, 1004]"
667,"[403, 365]"
668,"[793, 728, 403, 572]"
669,"[1004, 365]"
670,"[502, 502]"
671,[502]
672,[957]
673,"[977, 191]"
674,"[627, 957, 502]"
675,"[403, 1004]"
676,"[1004, 172]"
677,"[403, 365, 1004, 191, 365]"
678,[191]
679,"[403, 1014]"
680,[403]
681,"[1014, 403, 502, 191, 835]"
682,"[191, 1014, 823, 365, 502]"
684,"[403, 365, 191, 1073]"
685,"[1073, 1004, 282]"
686,[134]
687,"[403, 365]"
688,"[365, 1014]"
689,[365]
690,[1073]
691,"[1004, 957, 957, 365, 1014]"
692,[627]
693,[957]
694,"[627, 1014, 502]"
695,"[1073, 403, 1004, 365, 502]"
696,"[403, 627, 1073]"
697,"[703, 502, 897, 810]"
698,"[1004, 804, 893]"
699,"[191, 365, 365, 957, 1014]"
700,"[403, 365, 1004, 191, 365]"
701,"[1073, 403, 957, 191, 823]"
702,"[1004, 1004]"
703,"[191, 1004, 1004]"
705,[403]
706,"[957, 276, 1014]"
707,"[1073, 957, 957, 905]"
708,"[134, 1004, 502, 191]"
709,[822]
710,[703]
711,"[365, 502, 365, 191]"
712,[502]
715,"[365, 627, 1014, 403, 502]"
716,"[1014, 1014]"
717,"[797, 1073]"
719,"[403, 1004, 365, 627, 1014]"
721,"[403, 502]"
722,"[403, 1004, 365, 365, 502]"
723,"[642, 502, 957]"
725,"[403, 957, 278, 365]"
726,"[1004, 191]"
727,"[627, 1073, 502]"
728,"[828, 1004, 775, 365]"
730,"[627, 1004, 1004, 1004]"
731,"[191, 893, 957, 1014]"
732,"[797, 191, 957, 365, 502]"
734,[1004]
735,[403]
736,"[793, 1004, 502]"
737,[906]
738,"[365, 135, 403, 627, 957]"
739,"[191, 403, 365, 1014]"
740,[1073]
741,"[403, 957, 1004, 365]"
742,"[191, 1073]"
743,[1004]
745,"[1004, 365]"
746,"[502, 191, 1014]"
747,"[1073, 957]"
748,"[1004, 1004, 191, 502]"
749,"[1004, 502, 1073, 1014]"
750,"[1014, 365, 1004, 502, 502]"
753,"[1004, 502, 924, 1014, 1014]"
754,[365]
755,"[957, 191, 905]"
756,"[1004, 1004, 365, 191]"
757,"[1004, 627, 1073]"
758,"[403, 627, 365, 1073]"
759,"[365, 502, 1073, 1014]"
760,"[365, 365]"
761,"[1014, 1014]"
762,"[1014, 403, 957, 1004, 917]"
763,"[502, 365, 1004, 1014]"
764,[627]
765,"[403, 1004, 825, 365, 1014]"
766,[1004]
768,"[1004, 572]"
769,[403]
770,"[502, 1004, 957, 957, 1073]"
771,"[818, 906, 365]"
772,"[365, 365]"
773,[1004]
774,"[502, 1004, 1014, 1014]"
776,"[365, 1014]"
777,"[191, 403, 365]"
778,"[365, 502, 1073, 1014]"
779,"[1004, 957, 502, 365]"
780,"[957, 502, 567]"
782,"[1004, 191, 502, 1073, 1014]"
783,"[191, 1004, 1014]"
785,"[627, 365, 365, 1073, 1014]"
786,"[1004, 1004, 502]"
787,[957]
788,"[191, 957, 502]"
789,"[1004, 957]"
790,"[365, 365, 502, 1014, 1014]"
791,"[627, 502, 502]"
792,[1073]
793,"[403, 403, 810, 502, 172]"
794,"[191, 191]"
795,"[627, 1073, 1014]"
796,[627]
797,"[1014, 365, 403]"
798,"[1073, 564, 502, 365]"
799,"[957, 502]"
800,"[365, 502, 823, 403, 502]"
801,"[403, 957, 502, 502]"
802,"[502, 957, 502]"
803,[1073]
805,[1073]
806,"[365, 502]"
807,"[957, 273, 365, 627, 1014]"
808,"[134, 191, 191, 502]"
809,"[502, 282, 1014]"
810,"[134, 191, 1073, 957, 957]"
812,"[403, 564, 502, 627, 1073]"
813,"[957, 365, 502, 1014]"
814,"[365, 502, 1073]"
815,"[502, 365, 924, 1014, 1014]"
816,"[957, 502, 191, 365, 1073]"
817,[365]
818,"[365, 191, 365, 365]"
819,"[191, 627, 191, 1073, 1014]"
820,[365]
821,"[365, 365, 627]"
822,"[403, 957, 365]"
823,"[191, 365, 1004]"
824,"[1073, 957, 1004, 365]"
825,"[191, 1014, 627]"
826,"[502, 403, 403, 1073]"
827,"[365, 502]"
830,"[403, 403, 365, 502, 276]"
831,"[1004, 365]"
834,"[1073, 1073, 1014, 403]"
836,"[1073, 1073, 1014, 502]"
840,[627]
841,"[1004, 1014]"
842,"[403, 1014]"
843,"[1004, 365, 365, 642]"
844,[365]
845,"[728, 365, 403, 818, 957]"
846,"[1014, 403, 502, 1004, 1004]"
847,"[403, 403]"
849,"[1073, 191]"
850,"[191, 365, 1014, 191, 502]"
851,"[778, 278, 823]"
852,"[1014, 1014]"
853,"[1014, 1004, 957, 810]"
854,"[804, 191, 1014, 1014]"
855,"[403, 502, 502, 1014]"
856,"[403, 1004, 957, 502, 1073]"
857,[957]
858,[502]
859,"[797, 403, 627, 1004, 957]"
860,[1073]
861,"[1004, 957, 627, 191]"
862,"[502, 917]"
863,"[365, 627, 365, 403, 1004]"
864,"[828, 365]"
865,"[403, 191, 502, 502]"
866,"[191, 1004, 957]"
867,"[502, 627, 365]"
868,"[365, 191, 502, 1073]"
869,"[1004, 1014]"
870,"[365, 1014]"
871,"[365, 502, 502, 1073, 1073]"
872,"[403, 957, 1073]"
874,"[403, 403, 1004, 502, 1014]"
875,[905]
877,"[1004, 1004, 957]"
878,"[502, 502, 1073, 1014, 1014]"
879,"[1073, 403, 957, 44]"
880,"[403, 403, 1004, 957]"
881,"[365, 365, 502, 276, 365]"
883,[957]
884,"[278, 1073, 957, 502, 1014]"
885,"[567, 365, 365]"
886,[565]
887,"[1073, 1073]"
888,"[728, 1073]"
889,"[365, 797]"
890,[1004]
891,"[365, 403, 1014]"
893,"[365, 403]"
894,"[1073, 1014, 1014]"
895,"[403, 191]"
897,"[403, 1004, 1004, 627]"
898,"[905, 627, 1004]"
899,[502]
900,"[1004, 1004, 502, 1073]"
902,"[502, 1004]"
904,"[134, 403, 403, 403]"
905,[502]
906,"[886, 191, 778, 191, 957]"
907,"[893, 778]"
908,"[1014, 1004, 1004, 502]"
909,[502]
910,"[365, 191]"
912,"[403, 957, 957]"
913,"[365, 403, 365, 957, 1004]"
914,"[957, 957, 627, 1014]"
915,"[825, 365]"
916,"[1073, 1014, 403, 502]"
917,"[502, 792, 365, 365]"
918,"[365, 502, 502, 1014]"
919,"[135, 957, 191, 365]"
920,"[957, 502, 627, 1073, 1073]"
921,"[502, 1014]"
922,"[1014, 957, 627, 627]"
923,"[365, 1073]"
924,"[365, 191]"
925,[403]
926,"[365, 502]"
927,"[502, 957, 365, 365]"
928,"[502, 502, 502, 191, 365]"
929,"[502, 403]"
930,"[1014, 1004, 502, 191]"
931,"[403, 1004, 365, 365, 502]"
933,"[191, 1014]"
934,"[365, 627, 1073, 1014]"
935,"[1014, 502, 273]"
936,"[1004, 957, 502, 365]"
939,[1073]
940,"[1014, 957, 365, 365]"
942,[365]
943,[191]
944,"[502, 957]"
946,[1014]
947,"[365, 365]"
948,"[403, 502, 627, 977]"
949,[1004]
950,"[627, 191]"
951,[502]
952,[502]
955,"[1014, 1014, 403]"
956,"[403, 977]"
957,"[403, 627, 1004, 191, 1014]"
958,"[235, 365]"
959,"[365, 365, 365, 502]"
960,"[703, 365, 1014]"
961,"[403, 403, 1004, 502]"
962,"[365, 627, 502]"
964,"[403, 957, 627, 977]"
965,"[365, 1014, 1014]"
966,"[502, 1004, 1004, 502, 627]"
968,"[403, 403, 365, 365, 365]"
969,"[403, 365]"
970,"[365, 403, 1004]"
972,"[1004, 1073]"
973,"[627, 1073, 1014, 403]"
974,[403]
976,"[1073, 1073, 957, 365, 365]"
977,"[403, 627, 365, 1073]"
978,[1014]
979,"[191, 403, 403, 502]"
980,"[403, 403, 365, 502, 502]"
981,"[1004, 957, 1014]"
982,"[1073, 1004]"
983,"[403, 403, 365, 502, 502]"
984,"[502, 957, 502]"
985,"[502, 365, 1014]"
986,"[1073, 249]"
988,"[273, 502, 885]"
991,"[403, 1004, 1004, 502, 1014]"
992,"[403, 885, 191, 365]"
993,[1014]
994,[502]
995,"[365, 627, 1073]"
996,"[1073, 1014, 1014, 365, 502]"
998,"[365, 957, 1004, 502, 365]"
999,"[1014, 1014, 365, 957, 191]"
1000,"[403, 1014, 1014]"
1001,"[627, 822, 1014, 1014]"
1002,"[1073, 957, 627, 502]"
1003,"[403, 1004, 365, 1073]"
1005,"[627, 1004]"
1006,"[502, 502, 957, 1004, 818]"
1007,"[1073, 627, 93, 1014, 1014]"
1009,"[1014, 1014]"
1010,"[134, 403, 917, 1014]"
1011,"[502, 191, 502, 957]"
1013,[403]
1016,"[502, 1004, 365, 1014]"
1017,"[1014, 191, 403, 957, 1004]"
1018,"[403, 1004, 502]"
1019,[1073]
1020,"[403, 627]"
1021,"[365, 191, 502]"
1022,[365]
1023,[403]
1024,"[403, 1004]"
1025,"[1014, 403, 502]"
1026,"[957, 1004]"
1027,"[403, 1004, 627]"
1028,"[810, 917, 1014]"
1029,"[1014, 403, 627, 502, 172]"
1030,"[191, 403, 627, 957]"
1031,"[1073, 403, 502, 502]"
1033,"[116, 365, 1014]"
1035,"[365, 403, 1004, 502, 502]"
1037,"[1073, 1014, 1004, 627]"
1038,[957]
1039,[957]
1040,"[1073, 886, 403]"
1041,"[403, 1004, 627]"
1042,"[1073, 403, 502, 822, 502]"
1044,"[365, 502, 1073, 1014]"
1045,"[1004, 365, 365, 1073]"
1047,"[191, 403, 365, 365]"
1049,"[1014, 365, 191]"
1050,"[1073, 502]"
1051,[403]
1052,"[403, 502, 365]"
1053,"[1004, 957, 365]"
1054,[957]
1056,[502]
1057,"[403, 502, 365, 365]"
1058,"[1073, 502, 1014, 191]"
1059,"[627, 502, 1014]"
1060,"[1004, 365, 502, 1014]"
1061,"[403, 403, 957, 1004]"
1062,"[403, 906]"
1063,"[403, 1004, 1004, 1004]"
1065,"[403, 502, 502, 502]"
1066,"[957, 627, 1073, 1014]"
1067,[191]
1068,"[1073, 403, 957]"
1069,"[403, 627, 1073, 1014]"
1071,"[403, 627]"
1072,[403]
1074,"[502, 502]"
1076,"[627, 1014]"
1077,[191]
1078,[365]
1079,"[1014, 1004, 365]"
1080,"[1073, 957, 365]"
1081,"[365, 191, 1014, 1014]"
1082,"[1073, 365, 403]"
1083,"[627, 1004]"
1084,[134]
1085,"[1004, 191]"
1086,"[627, 365, 1073, 365, 191]"
1087,"[627, 917]"
1088,"[403, 365]"
1089,"[1073, 116, 191]"
1090,"[1014, 365, 365, 627, 191]"
1091,"[1073, 627, 1004]"
1092,"[1014, 502, 365]"
1093,"[365, 365, 1014]"
1094,[1073]
1095,"[1014, 1014, 1014, 116]"
1096,"[804, 1004, 1004, 502, 365]"
1097,"[502, 502]"
1098,"[365, 403, 1004]"
1099,"[191, 906, 793, 1014]"
1100,[1014]
1102,"[957, 502]"
1103,"[365, 116]"
1104,"[1004, 1073]"
1105,"[818, 1004, 116]"
1106,[823]
1107,"[1014, 403]"
1108,[835]
1109,[627]
1110,"[1073, 1014, 1014, 116, 191]"
1111,"[957, 365, 502, 191]"
1112,"[191, 957, 365, 37]"
1114,"[365, 502]"
1116,"[191, 1073, 1014]"
1117,[1014]
1118,"[627, 502, 365]"
1119,[502]
1120,"[403, 403, 977, 365, 1014]"
1121,"[403, 502, 365]"
1122,"[1073, 191, 1004, 1004, 191]"
1123,"[1004, 502]"
1124,[627]
1125,[1004]
1127,[502]
1128,"[1073, 957, 365]"
1129,[565]
1130,"[957, 957, 957]"
1131,"[1073, 1014, 365, 403, 403]"
1132,"[403, 957, 365]"
1133,"[797, 365, 957, 835]"
1134,"[365, 365, 627]"
1135,"[797, 957, 502, 1014]"
1137,[1014]
1138,"[403, 627, 365, 191, 365]"
1139,"[403, 1073]"
1142,"[1073, 1004, 627, 627, 1014]"
1143,"[403, 365]"
1145,"[403, 502, 365]"
1146,"[957, 1014]"
1147,"[403, 403, 957]"
1149,"[502, 627, 502]"
